code,nom,description,version,organisme,statut,secteur
ISO 14172:2003,25.160.20 - Welding consumables,,2003,ISO,actif,Industrie & Mécanique
ISO 7287:2002,25.160.30 - Welding equipment,,2002,ISO,actif,Industrie & Mécanique
ISO 8249:1985,25.160.40 - Welded joints and welds,,1985,ISO,actif,Industrie & Mécanique
ISO/FDIS 11125-1,25.220.10 - Surface preparation,,,ISO,en cours,Industrie & Mécanique
ISO 4543:1981,25.220.20 - Surface treatment,,1981,ISO,actif,Industrie & Mécanique
ISO 28706-2:2008,25.220.50 - Enamels,,2008,ISO,actif,Industrie & Mécanique
ISO 4548-11:1997,27.020 - Internal combustion engines,,1997,ISO,actif,Énergie & Ressources
ISO 12807,27.120.30 - Fissile materials and nuclear fuel technology,,,ISO,actif,Énergie & Ressources
ISO 13694:2000,31.260 - Optoelectronics. Laser equipment,,2000,ISO,actif,Électricité & Électronique
ISO/IEC 15050:2003,33.040.35 - Telephone networks,,2003,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 10118-2:1994,35.030 - IT Security,,1994,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 8859-7:2003,35.040.10 - Coding of character sets,,2003,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 15444-4:2004,35.040.30 - Coding of graphical and photographical information,,2004,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 13818-1:2015/Amd 1:2015,"35.040.40 - Coding of audio, video, multimedia and hypermedia information",,2015,ISO/IEC,actif,Informatique & Technologies
ISO 9075:1987,35.060 - Languages used in information technology,,1987,ISO,actif,Informatique & Technologies
ISO/IEC 14143-6:2012,35.080 - Software,,2012,ISO/IEC,actif,Informatique & Technologies
ISO/IEC/IEEE 8802-1Q:2016/Amd 2:2018,35.110 - Networking,,2016,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 9593-3:1990/Amd 1:1994,35.140 - Computer graphics,,1990,ISO/IEC,actif,Informatique & Technologies
ISO 9241-392:2015,35.180 - IT terminal and other peripheral equipment,,2015,ISO,actif,Informatique & Technologies
ISO/IEC 11801-4:2017,35.200 - Interface and interconnection equipment,,2017,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 17341:2009,35.220.30 - Optical storage devices,,2009,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 7812-2:2015,35.240.15 - Identification cards. Chip cards. Biometrics,,2015,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 10021-2:1990/Cor 4:1992,35.240.20 - IT applications in office work,,1990,ISO/IEC,actif,Informatique & Technologies
ISO 10160:1997/Amd 1:2002,"35.240.30 - IT applications in information, documentation and publishing",,1997,ISO,actif,Informatique & Technologies
ISO 13491-2:2005,35.240.40 - IT applications in banking,,2005,ISO,actif,Informatique & Technologies
ISO/TS 13399-405:2016,35.240.50 - IT applications in industry,,2016,ISO,actif,Informatique & Technologies
ISO/TR 19122:2004,35.240.70 - IT applications in science,,2004,ISO,actif,Informatique & Technologies
ISO/TR 11633-1:2009,35.240.80 - IT applications in health care technology,,2009,ISO,actif,Informatique & Technologies
ISO/IEC 40180:2017,35.240.90 - IT applications in education,,2017,ISO/IEC,actif,Informatique & Technologies
ISO 9022-11:2015,37.020 - Optical equipment,,2015,ISO,actif,Informatique & Technologies
ISO 7329:1989,37.040.10 - Photographic equipment. Projectors,,1989,ISO,actif,Informatique & Technologies
ISO 4331:1977,"37.040.20 - Photographic paper, films and plates. Cartridges",,1977,ISO,actif,Informatique & Technologies
ISO 2906:1984,37.060.20 - Motion picture films. Cartridges,,1984,ISO,actif,Informatique & Technologies
ISO 7565:1993,37.080 - Document imaging applications,,1993,ISO,actif,Informatique & Technologies
ISO 15994:2005,37.100.01 - Graphic technology in general,,2005,ISO,actif,Informatique & Technologies
ISO/IEC 21117:2012,37.100.10 - Reproduction equipment,,2012,ISO/IEC,actif,Informatique & Technologies
ISO 18935:2005/Cor 1:2007,37.100.99 - Other standards related to graphic technology,,2005,ISO,actif,Informatique & Technologies
ISO 7401:2003,43.020 - Road vehicles in general,,2003,ISO,actif,Transport & Automobile
ISO 15006:2004,43.040.15 - Car informatics. On board computer systems,,2004,ISO,actif,Transport & Automobile
ISO 6597:2005,43.040.40 - Braking systems,,2005,ISO,actif,Transport & Automobile
ISO 22896:2006,43.040.80 - Crash protection and restraint systems,,2006,ISO,actif,Transport & Automobile
ISO 17288-2:2011,43.100 - Passenger cars. Caravans and light trailers,,2011,ISO,actif,Transport & Automobile
ISO 7398:1984,43.140 - Motorcycles and mopeds,,1984,ISO,actif,Transport & Automobile
ISO 14229:1998,"43.180 - Diagnostic, maintenance and test equipment",,1998,ISO,actif,Transport & Automobile
ISO 20154:2017,47.020.01 - General standards related to shipbuilding and marine structures,,2017,ISO,actif,Maritime
ISO/NP 13797,47.020.50 - Deck equipment and installations,,,ISO,actif,Maritime
ISO 8385:1999,47.060 - Inland navigation vessels,,1999,ISO,actif,Maritime
ISO 10087:2006,47.080 - Small craft,,2006,ISO,actif,Maritime
ISO 12268:1997,49.030.30 - Nuts,,1997,ISO,actif,Aéronautique & Espace
ISO 14217:1998,49.035 - Components for aerospace construction,,1998,ISO,actif,Aéronautique & Espace
ISO/DIS 2100-310,49.060 - Aerospace electric equipment and systems,,,ISO,en cours,Aéronautique & Espace
ISO 7319:1992,49.080 - Aerospace fluid systems and components,,1992,ISO,actif,Aéronautique & Espace
ISO 7717:1985,49.100 - Ground service and maintenance equipment,,1985,ISO,actif,Aéronautique & Espace
ISO 14300-2:2011,49.140 - Space systems and operations,,2011,ISO,actif,Aéronautique & Espace
ISO 8566-5:2017,53.020.20 - Cranes,,2017,ISO,actif,Industrie & Mécanique
ISO 6055:1997,53.060 - Industrial trucks,,1997,ISO,actif,Industrie & Mécanique
ISO 5010:1984,53.100 - Earth-moving machinery,,1984,ISO,actif,Industrie & Mécanique
ISO 10718:1993,55.100 - Bottles. Pots. Jars,,1993,ISO,actif,Industrie & Mécanique
ISO 3874:1988/Amd 2:1993,55.180.10 - General purpose containers,,1988,ISO,actif,Industrie & Mécanique
ISO 105-C03:1987,59.080.01 - Textiles in general,,1987,ISO,actif,Industrie & Mécanique
ISO 9073-3:1989,59.080.30 - Textile fabrics,,1989,ISO,actif,Industrie & Mécanique
ISO 6179:1981,59.080.40 - Coated fabrics,,1981,ISO,actif,Industrie & Mécanique
ISO/TS 13434:2008,59.080.70 - Geotextiles,,2008,ISO,actif,Industrie & Mécanique
ISO 4603:1978,59.100.10 - Textile glass materials,,1978,ISO,actif,Industrie & Mécanique
ISO 8116-7:1995,59.120.20 - Winding machines and equipment,,1995,ISO,actif,Industrie & Mécanique
ISO 5402:2002,59.140.30 - Leather and furs,,2002,ISO,actif,Industrie & Mécanique
ISO 18454:2018,61.060 - Footwear,,2018,ISO,actif,Industrie & Mécanique
ISO 4252:1983,65.060.10 - Agricultural tractors and trailed vehicles,,1983,ISO,actif,Agriculture & Agroalimentaire
ISO 19746:2017,65.080 - Fertilizers,,2017,ISO,actif,Agriculture & Agroalimentaire
ISO 14565:2000,65.120 - Animal feeding stuffs,,2000,ISO,actif,Agriculture & Agroalimentaire
ISO 6565:2015,"65.160 - Tobacco, tobacco products and related equipment",,2015,ISO,actif,Agriculture & Agroalimentaire
ISO 6322-3:1989,"67.060 - Cereals, pulses and derived products",,1989,ISO,actif,Agriculture & Agroalimentaire
ISO 7952:1994,"67.080.01 - Fruits, vegetables and derived products in general",,1994,ISO,actif,Agriculture & Agroalimentaire
ISO/TS 17193:2011,67.100.01 - Milk and milk products in general,,2011,ISO,actif,Agriculture & Agroalimentaire
ISO 8967:2005,67.100.10 - Milk and processed milk products,,2005,ISO,actif,Agriculture & Agroalimentaire
ISO 6320:2000,67.200.10 - Animal and vegetable fats and oils,,2000,ISO,actif,Agriculture & Agroalimentaire
ISO 10519:1997,67.200.20 - Oilseeds,,1997,ISO,actif,Agriculture & Agroalimentaire
ISO 3632-2:1993,67.220.10 - Spices and condiments,,1993,ISO,actif,Agriculture & Agroalimentaire
ISO/DIS 11056,67.240 - Sensory analysis,,,ISO,en cours,Agriculture & Agroalimentaire
ISO 6711:1981,71.040.40 - Chemical analysis,,1981,ISO,actif,Chimie & Matériaux
ISO 17196:2014,71.080.60 - Alcohols. Ethers,,2014,ISO,actif,Chimie & Matériaux
ISO 8008:2005,71.100.10 - Materials for aluminium production,,2005,ISO,actif,Chimie & Matériaux
ISO/FDIS 19881,71.100.20 - Gases for industrial application,,,ISO,en cours,Chimie & Matériaux
ISO 4312:1989,71.100.40 - Surface active agents,,1989,ISO,actif,Chimie & Matériaux
ISO 3054:1976,71.100.60 - Essential oils,,1976,ISO,actif,Chimie & Matériaux
ISO 12213-3:2006,75.060 - Natural gas,,2006,ISO,actif,Énergie & Ressources
ISO/DIS 3405,75.080 - Petroleum products in general,,,ISO,en cours,Énergie & Ressources
ISO 1171:1997/Cor 1:1998,75.160.10 - Solid fuels,,1997,ISO,actif,Énergie & Ressources
ISO 8217:2005,75.160.20 - Liquid fuels,,2005,ISO,actif,Énergie & Ressources
ISO 11960:1996,"75.180.10 - Exploratory, drilling and extraction equipment",,1996,ISO,actif,Énergie & Ressources
ISO 24817:2015,75.180.20 - Processing equipment,,2015,ISO,actif,Énergie & Ressources
ISO 10976:2012,75.180.30 - Volumetric equipment and measurements,,2012,ISO,actif,Énergie & Ressources
ISO 10838-2:2000,75.200 - Petroleum products and natural gas handling equipment,,2000,ISO,actif,Énergie & Ressources
ISO 377:2017,77.040.10 - Mechanical testing of metals,,2017,ISO,actif,Chimie & Matériaux
ISO 12095:1994,77.040.20 - Non-destructive testing of metals,,1994,ISO,actif,Chimie & Matériaux
ISO 9591:1992,77.060 - Corrosion of metals,,1992,ISO,actif,Chimie & Matériaux
ISO 17558:2006,"77.140.65 - Steel wire, wire ropes and link chains",,2006,ISO,actif,Chimie & Matériaux
ISO 6363-2:1993,77.150.10 - Aluminium products,,1993,ISO,actif,Chimie & Matériaux
ISO 3954:1977,77.160 - Powder metallurgy,,1977,ISO,actif,Chimie & Matériaux
ISO 13061-7:2014,"79.040 - Wood, sawlogs and sawn timber",,2014,ISO,actif,Industrie & Mécanique
ISO 3850:2004,79.100 - Cork and cork products,,2004,ISO,actif,Industrie & Mécanique
ISO/DIS 19085-16,79.120.10 - Woodworking machines,,,ISO,en cours,Industrie & Mécanique
ISO/DIS 16936-2,81.040.20 - Glass in building,,,ISO,en cours,Chimie & Matériaux
ISO 17861:2014,81.060.30 - Advanced ceramics,,2014,ISO,actif,Chimie & Matériaux
ISO 8895:2004,81.080 - Refractories,,2004,ISO,actif,Chimie & Matériaux
ISO 976:1996,83.040.10 - Latex and raw rubber,,1996,ISO,actif,Chimie & Matériaux
ISO 5435:1994,83.040.20 - Rubber compounding ingredients,,1994,ISO,actif,Chimie & Matériaux
ISO 289-1:1994,83.060 - Rubber,,1994,ISO,actif,Chimie & Matériaux
ISO 3386-1:1986,83.100 - Cellular materials,,1986,ISO,actif,Chimie & Matériaux
ISO 12115:1997,83.120 - Reinforced plastics,,1997,ISO,actif,Chimie & Matériaux
ISO 10231:1997,83.160.10 - Road vehicle tyres,,1997,ISO,actif,Chimie & Matériaux
ISO 4119:1995,85.040 - Pulps,,1995,ISO,actif,Industrie & Mécanique
ISO 2810:1974,87.040 - Paints and varnishes,,1974,ISO,actif,Chimie & Matériaux
ISO 2495:1972,87.060.10 - Pigments and extenders,,1972,ISO,actif,Chimie & Matériaux
ISO 10283:2007,87.060.20 - Binders,,2007,ISO,actif,Chimie & Matériaux
ISO 22390:2010,91.080.20 - Timber structures,,2010,ISO,actif,Construction & BTP
ISO 19338:2007,91.080.40 - Concrete structures,,2007,ISO,actif,Construction & BTP
ISO/CD 16711,91.100.30 - Concrete and concrete products,,,ISO,en cours,Construction & BTP
ISO/DIS 16938-1,91.100.50 - Binders. Sealing materials,,,ISO,en cours,Construction & BTP
ISO/DTR 20293,91.100.60 - Thermal and sound insulating materials,,,ISO,actif,Construction & BTP
ISO 10053:1991,91.120.20 - Acoustics in building. Sound insulation,,1991,ISO,actif,Construction & BTP
ISO 13229:2010,91.140.80 - Drainage systems,,2010,ISO,actif,Construction & BTP
ISO 18738-1:2012,91.140.90 - Lifts. Escalators,,2012,ISO,actif,Construction & BTP
ISO 22475-1:2006,93.020 - Earthworks. Excavations. Foundation construction. Underground works,,2006,ISO,actif,Construction & BTP
ISO 22880:2016,97.140 - Furniture,,2016,ISO,actif,Industrie & Mécanique
ISO 10361:2012,97.150 - Floor coverings,,2012,ISO,actif,Industrie & Mécanique
ISO 8061:2004,97.220.20 - Winter sports equipment,,2004,ISO,actif,Industrie & Mécanique
ISO 24617-7:2014,01.020 - Terminology (principles and coordination),,2014,ISO,actif,Services & Management
ISO 16840-1:2006,01.040.11 - Health care technology (Vocabularies),,2006,ISO,actif,Services & Management
ISO 11838:1997,01.040.43 - Road vehicle engineering (Vocabularies),,1997,ISO,actif,Services & Management
ISO 7135:1993,01.040.53 - Materials handling equipment (Vocabularies),,1993,ISO,actif,Services & Management
ISO/CD 21700,01.040.65 - Agriculture (Vocabularies),,,ISO,en cours,Services & Management
ISO 7010:2011/DAmd 241,01.080.10 - Public information symbols. Signs. Plates. Labels,,2011,ISO,actif,Services & Management
ISO 14617-3:2002,"01.080.30 - Graphical symbols for use on mechanical engineering and construction drawings, diagrams, plans, maps and in relevant technical product documentation",,2002,ISO,actif,Services & Management
ISO 8826-1:1989,01.100.20 - Mechanical engineering drawings,,1989,ISO,actif,Services & Management
ISO/AWI 12616-1,01.120 - Standardization. General rules,,,ISO,en cours,Services & Management
ISO/CD 10962,03.060 - Finances. Banking. Monetary systems. Insurance,,,ISO,en cours,Services & Management
ISO/PAS 28004-4:2012,03.100.01 - Company organization and management in general,,2012,ISO,actif,Services & Management
ISO 10005:1995,03.120.10 - Quality management and quality assurance,,1995,ISO,actif,Services & Management
ISO/IEC TS 17021-2:2012,03.120.20 - Product and company certification. Conformity assessment,,2012,ISO/IEC,actif,Services & Management
ISO/TS 17427:2014,03.220.01 - Transport in general,,2014,ISO,actif,Services & Management
ISO/DIS 15638-9,03.220.20 - Road transport,,,ISO,en cours,Services & Management
ISO 6888-2:1999/Amd 1:2003,07.100.30 - Food microbiology,,1999,ISO,actif,Métrologie & Sciences
ISO/DIS 19749,07.120 - Nanotechnologies,,,ISO,en cours,Métrologie & Sciences
IEC/TR 80001-2-3:2012,11.040.01 - Medical equipment in general,,2012,IEC,actif,Santé & Médecine
ISO 5366-1:2000,"11.040.10 - Anaesthetic, respiratory and reanimation equipment",,2000,ISO,actif,Santé & Médecine
ISO 8536-2:2010,"11.040.20 - Transfusion, infusion and injection equipment",,2010,ISO,actif,Santé & Médecine
ISO 11040-4:2007,"11.040.25 - Syringes, needles and catheters",,2007,ISO,actif,Santé & Médecine
ISO 5835:1991,"11.040.40 - Implants for surgery, prosthetics and orthotics",,1991,ISO,actif,Santé & Médecine
ISO 9456:1991,11.040.70 - Ophthalmic equipment,,1991,ISO,actif,Santé & Médecine
ISO 6871-2:1994/Amd 1:2005,11.060.10 - Dental materials,,1994,ISO,actif,Santé & Médecine
ISO 7494-1:2011,11.060.20 - Dental equipment,,2011,ISO,actif,Santé & Médecine
ISO 11737-3:2004,11.080.01 - Sterilization and disinfection in general,,2004,ISO,actif,Santé & Médecine
ISO/DIS 10542-1,11.180.10 - Aids and adaptation for moving,,,ISO,en cours,Santé & Médecine
ISO 25841:2014,11.200 - Birth control. Mechanical contraceptives,,2014,ISO,actif,Santé & Médecine
ISO 16000-15:2008,13.040.20 - Ambient atmospheres,,2008,ISO,actif,Environnement & Développement durable
ISO/CD 24095,13.040.30 - Workplace atmospheres,,,ISO,en cours,Environnement & Développement durable
ISO/TR 15031-2:2004,13.040.50 - Transport exhaust emissions,,2004,ISO,actif,Environnement & Développement durable
ISO 16729:2013,13.080.10 - Chemical characteristics of soils,,2013,ISO,actif,Environnement & Développement durable
ISO 14122-1:2016,13.110 - Safety of machinery,,2016,ISO,actif,Environnement & Développement durable
ISO/TS 15666:2003,13.140 - Noise with respect to human beings,,2003,ISO,actif,Environnement & Développement durable
ISO/TS 19700:2016,13.220.01 - Protection against fire in general,,2016,ISO,actif,Environnement & Développement durable
ISO 14520-2:2000/Cor 1:2001,13.220.10 - Fire-fighting,,2000,ISO,actif,Environnement & Développement durable
ISO/TS 7240-9:2006,13.220.20 - Fire protection,,2006,ISO,actif,Environnement & Développement durable
ISO 9772:2001,13.220.40 - Ignitability and burning behaviour of materials and products,,2001,ISO,actif,Environnement & Développement durable
ISO 5660-1:2002,13.220.50 - Fire-resistance of building materials and elements,,2002,ISO,actif,Environnement & Développement durable
ISO 12749-5:2018,13.280 - Radiation protection,,2018,ISO,actif,Environnement & Développement durable
ISO 13994:1998,13.340.10 - Protective clothing,,1998,ISO,actif,Environnement & Développement durable
ISO 20349-2:2017,13.340.50 - Leg and foot protection,,2017,ISO,actif,Environnement & Développement durable
ISO 16610-41:2015,17.040.20 - Properties of surfaces,,2015,ISO,actif,Métrologie & Sciences
ISO/NP 12179,17.040.30 - Measuring instruments,,,ISO,actif,Métrologie & Sciences
ISO 8655-7:2005,"17.060 - Measurement of volume, mass, density, viscosity",,2005,ISO,actif,Métrologie & Sciences
ISO 10790:1999,17.120.10 - Flow in closed conduits,,1999,ISO,actif,Métrologie & Sciences
ISO 4359:2013/Amd 1:2017,17.120.20 - Flow in open channels,,2013,ISO,actif,Métrologie & Sciences
ISO 10846-1:2008,17.140.01 - Acoustic measurements and noise abatement in general,,2008,ISO,actif,Métrologie & Sciences
ISO 7574-2:1985,17.140.20 - Noise emitted by machines and equipment,,1985,ISO,actif,Métrologie & Sciences
ISO 14509-2:2006,17.140.30 - Noise emitted by means of transport,,2006,ISO,actif,Métrologie & Sciences
ISO 7626-1:1986,"17.160 - Vibrations, shock and vibration measurements",,1986,ISO,actif,Métrologie & Sciences
ISO 11929-3:2000,17.240 - Radiation measurements,,2000,ISO,actif,Métrologie & Sciences
ISO 14887:2000,19.120 - Particle size analysis. Sieving,,2000,ISO,actif,Métrologie & Sciences
ISO 4383:2012,21.100.10 - Plain bearings,,2012,ISO,actif,Industrie & Mécanique
ISO 492:1986,21.100.20 - Rolling bearings,,1986,ISO,actif,Industrie & Mécanique
ISO/PRF TR 6336-31,21.200 - Gears,,,ISO,actif,Industrie & Mécanique
ISO 8370-2:1993,21.220.10 - Belt drives and their components,,1993,ISO,actif,Industrie & Mécanique
ISO 10462:1994,23.020.35 - Gas cylinders,,1994,ISO,actif,Industrie & Mécanique
ISO 19973-3:2007,23.100.01 - Fluid power systems in general,,2007,ISO,actif,Industrie & Mécanique
ISO 8133:2006,23.100.20 - Cylinders,,2006,ISO,actif,Industrie & Mécanique
ISO 6162-2:2018,23.100.40 - Piping and couplings,,2018,ISO,actif,Industrie & Mécanique
ISO 15407-1:2000,23.100.50 - Control components,,2000,ISO,actif,Industrie & Mécanique
ISO 6194-4:2009,"23.100.60 - Filters, seals and contamination of fluids",,2009,ISO,actif,Industrie & Mécanique
IEC/DIS 81346-2,25.040.01 - Industrial automation systems in general,,,IEC,en cours,Industrie & Mécanique
ISO 10303-21:2016,25.040.40 - Industrial process measurement and control,,2016,ISO,actif,Industrie & Mécanique
ISO 7388-3:2013,25.060.20 - Dividing and tool-workpiece holding devices,,2013,ISO,actif,Industrie & Mécanique
ISO 10069-2:1991,25.120.10 - Forging equipment. Presses. Shears,,1991,ISO,actif,Industrie & Mécanique
ISO 28927-4:2010,25.140.10 - Pneumatic tools,,2010,ISO,actif,Industrie & Mécanique
ISO 5745:2004,25.140.30 - Hand-operated tools,,2004,ISO,actif,Industrie & Mécanique
ISO 15618-2:2001,"25.160.01 - Welding, brazing and soldering in general",,2001,ISO,actif,Industrie & Mécanique
ISO 14172:2003/Cor 1:2004,25.160.20 - Welding consumables,,2003,ISO,actif,Industrie & Mécanique
ISO 7289:1990,25.160.30 - Welding equipment,,1990,ISO,actif,Industrie & Mécanique
ISO 8249:2000,25.160.40 - Welded joints and welds,,2000,ISO,actif,Industrie & Mécanique
ISO 11125-2,25.220.10 - Surface preparation,,,ISO,actif,Industrie & Mécanique
ISO 5190:1984,25.220.20 - Surface treatment,,1984,ISO,actif,Industrie & Mécanique
ISO 28706-2:2017,25.220.50 - Enamels,,2017,ISO,actif,Industrie & Mécanique
ISO 4548-12:2000,27.020 - Internal combustion engines,,2000,ISO,actif,Énergie & Ressources
ISO 12807:1996,27.120.30 - Fissile materials and nuclear fuel technology,,1996,ISO,actif,Énergie & Ressources
ISO 13694:2000/Cor 1:2005,31.260 - Optoelectronics. Laser equipment,,2000,ISO,actif,Électricité & Électronique
ISO/IEC 15051:1997,33.040.35 - Telephone networks,,1997,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 13236:1998,35.020 - Information technology (IT) in general,,1998,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 10118-2:2000,35.030 - IT Security,,2000,ISO/IEC,actif,Informatique & Technologies
ISO 8859-8:1988,35.040.10 - Coding of character sets,,1988,ISO,actif,Informatique & Technologies
ISO/IEC 15444-4:2004/Cor 1:2009,35.040.30 - Coding of graphical and photographical information,,2004,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 13818-1:2015/Amd 1:2015/Cor 1:2016,"35.040.40 - Coding of audio, video, multimedia and hypermedia information",,2015,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 9075:1989,35.060 - Languages used in information technology,,1989,ISO/IEC,actif,Informatique & Technologies
ISO/IEC TR 14471:1999,35.080 - Software,,1999,ISO/IEC,actif,Informatique & Technologies
ISO/IEC/IEEE 8802-1Q:2016/Amd 3:2017,35.110 - Networking,,2016,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 9593-3:1990/Cor 1:1993,35.140 - Computer graphics,,1990,ISO/IEC,actif,Informatique & Technologies
ISO 9241-400:2007,35.180 - IT terminal and other peripheral equipment,,2007,ISO,actif,Informatique & Technologies
ISO/IEC 11801-4:2017/Cor 1:2018,35.200 - Interface and interconnection equipment,,2017,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 17342:2004,35.220.30 - Optical storage devices,,2004,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 7812-2:2017,35.240.15 - Identification cards. Chip cards. Biometrics,,2017,ISO/IEC,actif,Informatique & Technologies
ISO/IEC 10021-2:1990/Cor 5:1993,35.240.20 - IT applications in office work,,1990,ISO/IEC,actif,Informatique & Technologies
ISO 10160:2015,"35.240.30 - IT applications in information, documentation and publishing",,2015,ISO,actif,Informatique & Technologies
ISO 13491-2:2016,35.240.40 - IT applications in banking,,2016,ISO,actif,Informatique & Technologies
ISO/PRF TS 13399-406,35.240.50 - IT applications in industry,,,ISO,actif,Informatique & Technologies
ISO 19123:2005,35.240.70 - IT applications in science,,2005,ISO,actif,Informatique & Technologies
ISO/TR 11633-2:2009,35.240.80 - IT applications in health care technology,,2009,ISO,actif,Informatique & Technologies
ISO/IEC CD 40183,35.240.90 - IT applications in education,,,ISO/IEC,actif,Informatique & Technologies
ISO 9022-12:1994,37.020 - Optical equipment,,1994,ISO,actif,Informatique & Technologies
ISO 7589:1984,37.040.10 - Photographic equipment. Projectors,,1984,ISO,actif,Informatique & Technologies
ISO 4331:1986,"37.040.20 - Photographic paper, films and plates. Cartridges",,1986,ISO,actif,Informatique & Technologies
ISO 2906:2002,37.060.20 - Motion picture films. Cartridges,,2002,ISO,actif,Informatique & Technologies
ISO 7761:2004,37.080 - Document imaging applications,,2004,ISO,actif,Informatique & Technologies
ISO/TR 16066:2003,37.100.01 - Graphic technology in general,,2003,ISO,actif,Informatique & Technologies
ISO/FDIS 21632,37.100.10 - Reproduction equipment,,,ISO,en cours,Informatique & Technologies
ISO 18935:2016,37.100.99 - Other standards related to graphic technology,,2016,ISO,actif,Informatique & Technologies
ISO 7401:2011,43.020 - Road vehicles in general,,2011,ISO,actif,Transport & Automobile
ISO 15006:2011,43.040.15 - Car informatics. On board computer systems,,2011,ISO,actif,Transport & Automobile
ISO 6786:1980,43.040.40 - Braking systems,,1980,ISO,actif,Transport & Automobile
ISO 26021-1:2008,43.040.80 - Crash protection and restraint systems,,2008,ISO,actif,Transport & Automobile
ISO 7398:1990,43.140 - Motorcycles and mopeds,,1990,ISO,actif,Transport & Automobile
ISO 14229-1:2006,"43.180 - Diagnostic, maintenance and test equipment",,2006,ISO,actif,Transport & Automobile
ISO 20155:2017,47.020.01 - General standards related to shipbuilding and marine structures,,2017,ISO,actif,Maritime
ISO 13798:2012,47.020.50 - Deck equipment and installations,,2012,ISO,actif,Maritime
ISO 19379:2003,47.020.70 - Navigation and control equipment,,2003,ISO,actif,Maritime
ISO 8385:2018,47.060 - Inland navigation vessels,,2018,ISO,actif,Maritime
ISO/DIS 10087,47.080 - Small craft,,,ISO,en cours,Maritime
ISO 12272:1998,49.030.30 - Nuts,,1998,ISO,actif,Aéronautique & Espace
ISO 14218:1998,49.035 - Components for aerospace construction,,1998,ISO,actif,Aéronautique & Espace
ISO/DIS 2100-311,49.060 - Aerospace electric equipment and systems,,,ISO,en cours,Aéronautique & Espace
ISO 7320:1985,49.080 - Aerospace fluid systems and components,,1985,ISO,actif,Aéronautique & Espace
ISO 7718:1984,49.100 - Ground service and maintenance equipment,,1984,ISO,actif,Aéronautique & Espace
ISO 8686-1:1989,53.020.20 - Cranes,,1989,ISO,actif,Industrie & Mécanique
ISO 1535:1975,53.040.20 - Components for conveyors,,1975,ISO,actif,Industrie & Mécanique
ISO 6055:2004,53.060 - Industrial trucks,,2004,ISO,actif,Industrie & Mécanique
ISO 5010:1992,53.100 - Earth-moving machinery,,1992,ISO,actif,Industrie & Mécanique
ISO 18603:2013,55.020 - Packaging and distribution of goods in general,,2013,ISO,actif,Industrie & Mécanique
ISO 10718:2002,55.100 - Bottles. Pots. Jars,,2002,ISO,actif,Industrie & Mécanique
ISO 3874:1997,55.180.10 - General purpose containers,,1997,ISO,actif,Industrie & Mécanique
ISO 105-C03:1989,59.080.01 - Textiles in general,,1989,ISO,actif,Industrie & Mécanique
ISO 9073-4:1989,59.080.30 - Textile fabrics,,1989,ISO,actif,Industrie & Mécanique
ISO 6179:1989,59.080.40 - Coated fabrics,,1989,ISO,actif,Industrie & Mécanique
ISO 13437:1998,59.080.70 - Geotextiles,,1998,ISO,actif,Industrie & Mécanique
ISO 4603:1993,59.100.10 - Textile glass materials,,1993,ISO,actif,Industrie & Mécanique
ISO 8116-8:1995,59.120.20 - Winding machines and equipment,,1995,ISO,actif,Industrie & Mécanique
ISO 5402-1:2011,59.140.30 - Leather and furs,,2011,ISO,actif,Industrie & Mécanique
ISO 18895:2006,61.060 - Footwear,,2006,ISO,actif,Industrie & Mécanique
ISO 4252:1992,65.060.10 - Agricultural tractors and trailed vehicles,,1992,ISO,actif,Agriculture & Agroalimentaire
ISO 7914:1986,65.060.80 - Forestry equipment,,1986,ISO,actif,Agriculture & Agroalimentaire
ISO/DIS 19747,65.080 - Fertilizers,,,ISO,en cours,Agriculture & Agroalimentaire
ISO 14718:1998,65.120 - Animal feeding stuffs,,1998,ISO,actif,Agriculture & Agroalimentaire
ISO 7210,"65.160 - Tobacco, tobacco products and related equipment",,,ISO,actif,Agriculture & Agroalimentaire
ISO 6540:1980,"67.060 - Cereals, pulses and derived products",,1980,ISO,actif,Agriculture & Agroalimentaire
ISO 8129-1:1984,"67.080.01 - Fruits, vegetables and derived products in general",,1984,ISO,actif,Agriculture & Agroalimentaire
ISO 17792:2006,67.100.01 - Milk and milk products in general,,2006,ISO,actif,Agriculture & Agroalimentaire
ISO 8968-1:2001,67.100.10 - Milk and processed milk products,,2001,ISO,actif,Agriculture & Agroalimentaire
