code,nom,description,version,organisme,statut,secteur
"ISO/TC 122/SC 4","Emballage et environnement","ISO/TC 122/SC 4 'Packaging and Environment' aims to develop ISO standards to harmonizeenvironmental aspects on packaging and packaging systems throughout the life cycle, including but not limited to: terminology and general requirements, optimization and source reduction, reuse, recycling, other recovery, recycled content, as well as identification and design.",2005,ISO,actif,"Environnement & Développement durable"
"ISO/TC 123","Paliers lisses","Standardization of plain bearings on the following items : classification, definitions and terminology; materials and characteristics; dimensions and tolerances; methods of tests and quality control, including methods of calculation.",1967,ISO,actif,"Industrie & Mécanique"
"ISO/TC 123/SC 3","Dimensions, tolérances et détails de construction","Standardization of dimensions, tolerances and construction details of plain bearings.",1981,ISO,actif,"Construction & BTP"
"ISO/TC 123/SC 5","Analyse et assurance de la qualité","Standardization of quality analysis and assurance of plain bearings.",1988,ISO,actif,"Services & Management"
"ISO/TC 127","Engins de terrassement","Standardization of nomenclature, use classification, ratings, technical requirements and test methods, safety requirements, operation, maintenance manual format for earth-moving and related machinery.",1968,ISO,actif,"Industrie & Mécanique"
"ISO/TC 127/SC 1","Méthodes d'essai relatives aux performances et à la sécurité des engins",,1981,ISO,actif,"Sécurité & Protection"
"ISO/TC 127/SC 2","Sécurité, ergonomie et exigences générales",,1980,ISO,actif,"Sécurité & Protection"
"ISO/TC 130","Technologie graphique","ISO/TC 130 addresses standardization in the field of printing and graphic technologies. This field covers all phases of the process, where graphic elements (image, text, line art, pattern and others) are created, manipulated, assembled, communicated, and finally delivered electronically as digital products or physically to substrates using inks, toners and other marking or functional materials, and finished as demanded by the end applications. ISO/TC 130 standards include but are not limited ...",1969,ISO,actif,"Industrie & Mécanique"
"ISO/TC 131","Transmissions hydrauliques et pneumatiques","Standardization in the field of fluid power systems and components, comprising terminology, construction, principal dimensions, safety requirements and testing and inspection methods. To include such components as : accumulators, compressed air dryers, conductors (rigid and flexible), cylinders, electro-hydraulic and electro-pneumatic components and systems, fittings, fluidic devices, hose fittings and assemblies, filters and separators, fluids, hydraulic pumps, motors, moving-part fluid- con...",1969,ISO,actif,"Industrie & Mécanique"
"ISO/TC 131/SC 1","Symboles, terminologie et classification","Standardization of the following basics of fluid power systems: symbols including circuit diagrams, including concepts for use in smart manufacturing terminology classification including product properties suitable for building a standardized semantics for use in smart manufacturing concepts.",1980,ISO,actif,"Services & Management"
"ISO/TC 131/SC 6","Contrôle de la contamination","Standardization in the field of contamination control, comprising terminology, safety requirements and testing and inspection methods.To include such applications as: Sampling, contamination analysis and reporting, filter, and separator evaluation.",1982,ISO,actif,"Industrie & Mécanique"
"ISO/TC 131/SC 9","Installations et ensembles","Standardization covering the application, design, safety, construction, installation, performance assessment, operation, control, maintenance, and energy efficiency of fluid power systems.",1980,ISO,actif,"Industrie & Mécanique"
"ISO/TC 133","Systèmes de tailles des vêtements  - désignation des tailles, méthodes de mesure des tailles et essayage virtuel","Standardization of a system of size designations resulting from the establishment of one or more sizing systems for clothes based on size designation, body size measurement methods for clothing and for digital garment fitting.",1969,ISO,actif,"Industrie & Mécanique"
"ISO/TC 135","Essais non destructifs","Standardization covering non-destructive testing as applied generally to constructional materials, components and assemblies, by means of: glossary of terms; methods of test; performance specifications for testing equipment and ancillary apparatus. Excluded: quality levels; specifications for electrical equipment and apparatus, which fall within the range of IEC Committees.",1969,ISO,actif,"Métrologie & Sciences"
"ISO/TC 136",Ameublement,"Standardization in the field of furniture including: terms and definitions; performance, safety and dimensional requirements; requirements for specific components (such as hardware); test methods. By furniture is meant free-standing or built-in units which are used for storing, lying, sitting, working and eating. Excluded: such units with corresponding functions that are dealt with by other ISO technical committees.",1969,ISO,actif,"Industrie & Mécanique"
"ISO/TC 145","Symboles graphiques et pictogrammes","Standardization in the field of graphical symbols as well as of colours and shapes, whenever these elements form part of the message that a symbol is intended to convey, e.g. a safety sign. Establishing principles for preparation, coordination and application of graphical symbols. General responsibility for the review and the coordination of those already existing, those under study, and those to be established. The standardization of new graphical symbols, when requested by a technical commi...",1970,ISO,actif,"Services & Management"
"ISO/TC 145/SC 2","Identification de sécurité, signaux, formes, symboles et couleurs","Standardization of safety identification, signs, shapes, symbols, colours and related subjects with the purpose of providing a complete information system",1984,ISO,actif,"Sécurité & Protection"
"ISO/TC 146","Qualité de l'air","Standardization of tools for air quality characterisation of emissions, workspace air, ambient air, indoor air, in particular measurement methods for air pollutants (particles, gases, odours, micro-organisms) and for meteorological parameters, measurement planning, procedures for Quality Assurance/Quality Control (QA/QC) and methods for the evaluation of results including the determination of uncertainty. Excluded : the establishment of limit values for air pollutants; the air quality in clea...",1971,ISO,actif,"Environnement & Développement durable"
"ISO/TC 146/SC 1","Émissions de sources fixes","Elaboration of standards in the field of emission of stationary sources excluding the establishment of limit values. The standards are used as references in legislation, in showing compliance with requirements, both in legal and industrial applications, in showing performance of abatement equipment.",1981,ISO,actif,"Énergie & Ressources"
"ISO/TC 146/SC 2","Atmosphères des lieux de travail","Elaboration of standards in the field of workplace atmospheres excluding the establishment of limit values. The standards are used as references in promulgated health standards, by practitioners of occupational/industrial hygiene in workplace monitoring for compliance purposes and for health outcomes, by sampling hardware manufacturers in design and required performance of said hardware, and by researchers in the field of occupational health and industrial hygiene.",1980,ISO,actif,"Environnement & Développement durable"
"ISO/TC 146/SC 3","Atmosphères ambiantes","Elaboration of standards in the field of ambient atmospheres excluding the establishment of limit values. The standards are used to determine components of ambient atmospheres that may arise from human activities or occur naturally. These standards are used in legislation, by reference, to determine compliance with limit or reference values, by public or private entities to determine the current components of ambient atmospheres, and in research on the composition, fate, and transport of cons...",1982,ISO,actif,"Environnement & Développement durable"
"ISO/TC 146/SC 4","Aspects généraux","Consideration and standardization of any matters within the scope of ISO/TC 146 which are not exclusively within the scope of SC 1, SC 2, SC 3, SC 5 or SC 6 and of common interest. The basic responsibilities include terminology, planning of air quality measurements, definition of performance characteristics of air quality measuring methods, statistical analysis of air quality data, determination measurement uncertainty of air quality data, assessment of performance of air quality measuring me...",1978,ISO,actif,"Environnement & Développement durable"
"ISO/TC 146/SC 5",Météorologie,"Elaboration of standards in the field of meteorological measurements and analyses that are focused on, but not limited to, air quality programs. The meteorological standards may include identifying: Definitions of terms that may be specific to meteorological applications; Sensor and system performance characteristics, with suitable values established for applications related to air quality programs; Test methods acceptable to establish and verify instrument performance; Tests suitable for the...",1994,ISO,actif,"Environnement & Développement durable"
"ISO/TC 146/SC 6","Air intérieur","Standardization of any matters within the scope of ISO/TC 146 dealing with indoor air. This comprises gases, particles, odours, micro-organisms, and emissions from furnishing. The indoor environment is defined as follows: Dwellings, having living rooms, bedrooms, DIY(do-it-yourself) rooms, recreation rooms and cellars, kitchens, and bathrooms; workrooms or work places in buildings which are not subject to health and safety inspections in regard to air pollutants (for example offices, sales pr...",1994,ISO,actif,"Environnement & Développement durable"
"ISO/TC 147","Qualité de l'eau","Standardization in the field of water quality, including definition of terms, sampling of waters, measurement and reporting of chemical, radiological, microbiological, biological and ecological water characteristics. Excluded : limits of acceptability The measurement of water characteristics includes physical, chemical, biochemical, biological, radiological and microbiological measurements.In chemistry, both so-called operationally-defined parameters (parameters defined by the method, such as...",1971,ISO,actif,"Environnement & Développement durable"
"ISO/TC 147/SC 1",Terminologie,"Standardization of terminology in the field of water quality to provide clear and unambiguous understanding of technical terms related to water analysis and characterization including regular updating within standards drafted by ISO/TC 147.",1980,ISO,actif,"Services & Management"
"ISO/TC 147/SC 3","Mesurages de la radioactivité","Standardization of analytical methods to measure radiochemical parameters in water samples.",2005,ISO,actif,"Environnement & Développement durable"
"ISO/TC 147/SC 5","Méthodes biologiques","Standardization of methods to determine toxicity and biodegradability of substances and ecological assessment for water quality monitoring and management of surface water (rivers, streams, lakes, reservoirs, marine water), groundwater, wastewater, precipitation as well as sediments and biota of aquatic systems.",1980,ISO,actif,"Environnement & Développement durable"
"ISO/TC 147/SC 6","Échantillonnage (méthodes générales)","Standardization of methods for collection, storage and preservation of water samples for use in accordance with the standardized methods drafted by ISO/TC 147. SC 6 specifies requirements for collection, storage and preservation of water samples from different water sources, as well as developing protocols for sampling programme design and management.",1982,ISO,actif,"Métrologie & Sciences"
"ISO/TC 148","Machines à coudre","Standardization concerning classification, terminology, safety, performance and test methods for sewing machines.",1971,ISO,actif,"Industrie & Mécanique"
"ISO/TC 149",Cycles,"Standardization in the field of cycles and their functions, their components and accessories with particular reference to terminology, testing methods and requirements for performance, safety, interchangeability and maintenance. Excluded : chains and tooth profile; classifications, size designations, dimensions and identification of tyres, rims and valves covered by ISO/TC 31 toy cycles. Note: 'Cycle' means any vehicle which has at least two wheels and is propelled purely or partially by the ...",1971,ISO,actif,"Automobile & Transports"
"ISO/TC 149/SC 1","Cycles et leurs principaux sous-ensembles","Development of standards in the field of Cycles and major sub-assemblies within the scope of ISO/TC 149. Excluded:Vehicles where the muscular energy of the rider is transmitted solely by other than mechanical transmission are excluded.",1983,ISO,actif,"Automobile & Transports"
"ISO/TC 150/SC 6","Implants actifs","Standardization of active implantable medical devices that rely for their functioning on a source of energy or any source of power other than that directly generated by the human body or gravity.",1998,ISO,actif,"Santé & Médecine"
"ISO/TC 150/SC 7","Produits médicaux issus de l'ingéniérie tissulaire","Standardization of general requirements and performance of tissue engineered medical products with the exclusion of gene therapy, transplantation and transfusion.",2007,ISO,actif,"Santé & Médecine"
"ISO/TC 153",Robinetterie,"Standardization in the field of industrial valves, valve actuators including their attachments, and steam traps. The standardization to include parameters covering interchangeability, valve mating details for actuator mounting, testing, marking, quality requirements, terminology and other relevant parameters. Excluded : safety and relief valves and other pressure relief devices which are the responsibility of ISO / TC 185; production valves for wellhead equipment and valves for cross country ...",1971,ISO,actif,"Industrie & Mécanique"
"ISO/TC 154","Processus, éléments d'informations et documents dans le commerce, l'industrie et l'administration","International standardization and registration of business, and administration processes and supporting data used for information interchange between and within individual organizations and support for standardization activities in the field of industrial data. Development and maintenance of application specific meta standards for: process specification (in the absence of development by other technical committees); data specification with content; forms-layout (paper / electronic). Developmen...",1972,ISO,actif,"Services & Management"
"ISO/TC 156/SC 1","Ingénierie du contrôle de la corrosion au cours du cycle de vie","The standardization of the corrosion control engineering life cycle, including the terms and definitions, general requirements, and evaluation of the corrosion control engineering life cycle. The engineering life cycle is defined as a system view of the structure to be protected from corrosion that includes the initial design and development based on material selection and protective measures through the construction, inspection, assessment, maintenance, and decommissioning at the end of life...",2016,ISO,actif,"Environnement & Développement durable"
"ISO/TC 159",Ergonomie,"Standardization in the field of ergonomics/human factors, in particular, general ergonomics principles, anthropometry and biomechanics, ergonomics of human system interaction and ergonomics of the physical environment, addressing human characteristics and performance, and methods for specifying, designing and evaluating products, systems, services, environments and facilities Excluded: Standardization of purely technical matters not related to human characteristics and abilities NOTE: Standar...",1974,ISO,actif,"Sécurité & Protection"
"ISO/TC 159/SC 1","Principes généraux d'ergonomie","Standardization in the field of ergonomics/human factors for the design and evaluation of consumer products and work systems, including tasks, jobs, tools, equipment, organizations, services, facilities and environments, in order to make them compatible with the characteristics, the needs and values, and the abilities and limitations of people. This Sub-Committee addresses ergonomics principles and processes. These are based on human factors and ergonomics knowledge and experience and are aim...",1981,ISO,actif,"Sécurité & Protection"
"ISO/TC 159/SC 3","Anthropométrie et biomécanique","Standardization in the field of ergonomics/human factors for anthropometry and biomechanics,including measurement methods for the human body, evaluation methods for working postures, physical performance and strength, and the ergonomic procedures needed to apply them. Recommendations are made for terminology, methodology and the collection of ergonomics/human factors data for the purpose of realizing human safety, health and wellbeing, as well as increasingwork efficiency and usability.",1983,ISO,actif,"Industrie & Mécanique"
"ISO/TC 159/SC 4","Ergonomie de l'interaction homme/système","Standardization in the field of ergonomics/human factors, in particular the interaction between and within systems (often computer-based) and the people (who use, operate, and are affected by them as well as those who develop, manufacture, evaluate, install and maintain them). Areas of standardization include: hardware ergonomics (including input, display, and interactive devices), software ergonomics (including interaction and interface design), ergonomics of the context of use (including ta...",1983,ISO,actif,"Sécurité & Protection"
"ISO/TC 159/SC 5","Ergonomie de l'environnement physique","Standardization in the field of ergonomics/human factors for the physical environment including thehuman response to the environment (e.g. thermal, visual, vibration, noise and air quality) and effects ofthe environment (in terms of health and safety, comfort and human performance) on the user and thedesign of systems. Areas of standardization comprise thermal environments, vision and lighting, danger signals andcommunication in noisy environments, people with special requirements, surface te...",1981,ISO,actif,"Environnement & Développement durable"
"ISO/TC 161","Dispositifs de commande et de protection pour les brûleurs et appareils fonctionnant au gaz et/ou au fioul","Standardization of safety, construction, performance and testing requirements for controls and protective devices using gaseous and liquid fuels. This includes: Controls for use in burners and appliances for residential, commercial and industrialapplications, like: automatic and semi-automatic shut-off valves; pressure regulators; valve-proving systems for automatic shut-off valves; manual gas valves; thermoelectric flame supervision controls; multifunctional controls; mechanical gas thermost...",1974,ISO,actif,"Industrie & Mécanique"
"ISO/TC 162","Portes, fenêtres et façades-rideaux","Standardization in the field of doors, doorsets, windows, and curtain wall including hardware, manufactured from any suitable material covering the specific performance requirements, terminology, manufacturing sizes and dimensions, and methods of test. Excluded : The responsibility for dimensional coordination with other parts of buildings and general performance requirements derived from buildings as a whole, which devolves upon ISO/TC 59.",1975,ISO,actif,Maritime
"ISO/TC 163","Performance thermique et utilisation de l'énergie en environnement bâti","Standardization in the field of building and civil engineering works of thermal and hygrothermal performance of materials, products, components, elements and systems, including complete buildings, both new and existing, and their interaction with technical building systems; of thermal insulation materials, products and systems for building and industrial application, including insulation of installed equipment in buildings; covering and including: test and calculation methods for heat and moi...",1975,ISO,actif,"Environnement & Développement durable"
"ISO/TC 163/SC 1","Méthodes d'essais et de mesurage","Standardization of test methods in the field of thermal insulation materials, building elements, components, constructions and systems.",1980,ISO,actif,"Métrologie & Sciences"
"ISO/TC 163/SC 2","Méthodes de calcul","Standardization of calculation methods in the field of thermal and hygrothermal performance of materials, products, components, elements and systems, and the thermal, hygrothermal and energy performance of whole buildings, both new and existing, including their interaction with the technical building systems.",1980,ISO,actif,"Construction & BTP"
"ISO/TC 163/SC 3","Produits, composants et systèmes d'isolation thermique","Standardization and specification of thermal insulating products, components and installed systems for application in buildings, including insulation for equipment, and industrial insulation, covering and including: specification of required properties specification of specific test methods for products, components and systems (communicating with SC1, which has responsibility for horizontal test methods) specification and proof of conformity marking and labelling of insulating materials, comp...",1980,ISO,actif,"Construction & BTP"
"ISO/TC 163/SC 5","Matériaux de construction non structurels d'origine biologique",,2026,ISO,actif,"Construction & BTP"
"ISO/TC 164","Essais mécaniques des métaux","Standardization of methods for mechanical testing, including the verification and calibration of equipment, that are used to determine the properties of metallic materials. Excluded : the responsibility for application of the method and for the results obtained. Note: This does not preclude product committees from developing tests appropriate to their specific materials.",1975,ISO,actif,"Industrie & Mécanique"
"ISO/TC 164/SC 1","Essais uniaxiaux","Standardization of methods for the determination of properties and characteristics of metallic materials in uniaxial non-cyclical tension or compression, including the calibration and verification of measuring systems",1981,ISO,actif,"Métrologie & Sciences"
"ISO/TC 164/SC 2","Essais de ductilité","Standardization of methods for the assessment of ductility and formability of metallic materials and products, including the calibration and verification of specialized measuring systems",1981,ISO,actif,"Métrologie & Sciences"
"ISO/TC 164/SC 3","Essais de dureté","Standardization in the field of indentation testing; specifying different indentation test methods, primarily for metals testing, at length scales ranging from nano to macro. Methods include the measurement of Brinell, Knoop, Leeb, Rockwell and Vickers hardness and also Instrumented Indentation Testing (at ambient and elevated temperatures) for hardness and materials parameters including indentation elastic modulus (both quasi-static and dynamic), indentation creep, elastic and plastic work o...",1981,ISO,actif,"Métrologie & Sciences"
"ISO/TC 167","Structures en acier et en aluminium","Standardization in the field of structural use of steel and alloys of aluminium as applied in building, civil engineering and related structures. The standards shall comprise the requirements for the design, fabrication and erection of steel and aluminium structures, together with materials, structural components and connections.",1977,ISO,actif,"Industrie & Mécanique"
"ISO/TC 168","Prothèses et orthèses","Standardization in the field of prosthetics and orthotics, covering such aspects as performance, safety, environmental factors, interchangeability, etc. Temporary and permanent procedures and devices are included. Priority is given to standards on prostheses (artificial limbs and auxiliary equipment).",1977,ISO,actif,"Santé & Médecine"
"ISO/TC 171","Applications en gestion des documents","Standardization of technologies and processes involving capture, indexing, storage, retrieval, distribution and communication, presentation, migration, exchange, preservation, integrity maintenance and disposal in the field of document management applications. Documents may be managed in micrographic or electronic form. This includes: quality control and integrity maintenance; input/output quality of documents (micrographic or electronic) implementation, inspection and quality control procedu...",1978,ISO,actif,"Services & Management"
"ISO/TC 171/SC 1","Qualité, préservation et intégrité de l'information","• Control processes • Quality of input and output • Production control, statistical evaluations • Physical aspects of storage and preservation (short and long term) • Operating equipment • Evaluation of characteristics of use • Qualification of processes • Terminology – Vocabulary • Integrity of information",1994,ISO,actif,"Services & Management"
"ISO/TC 172/SC 1","Normes fondamentales","Standardization of terminology, requirements and test methods which apply to the whole field of ISO/TC 172, such as general optical test methods, drawing specifications, environmental test methods and data transfer and codification.",1986,ISO,actif,"Métrologie & Sciences"
"ISO/TC 172/SC 4","Systèmes télescopiques","Standardization of terminology, requirements and test methods for optical systems used for direct viewing distant objects. This includes monocular and binocular telescopic systems supported by hand or tripod, telescopic sights that are mounted on firearms and amateur astronomical telescopes. Telescopic systems containing integral light sources, displays and electronic detectors sensors, including amplifying detectors, image sensors and microprocessor control of these systems are included as w...",1992,ISO,actif,"Métrologie & Sciences"
"ISO/TC 172/SC 9","Lasers et systèmes électro-optiques","Standardization of terminology, requirements, interfaces, test methods and test instruments for lasers, optical components intended for use with lasers as well as for laser accessories and laser-oriented equipment. Excluded are horizontal laser safety standards. Standardization of electro-optical systems is included, too, in the scope of SC 9 until that field is covered by a specific sub-committee of TC 172.",1985,ISO,actif,"Métrologie & Sciences"
"ISO/TC 173","Produits d’assistance","Standardization in the field of assistive products and related services to assist a person in compensating for reduced abilities. Excluded: Assistive products that are dealt with by other technical committees and systems committees such as access to means of transport (ISO/TCs 8, 20, 22), building construction (ISO/TC 59), furniture (ISO/TC 136), implants for surgery (ISO/TC 150), prosthetics and orthotics (ISO/TC 168), optics and photonics (ISO/TC 172), electrical safety (IEC/TC 62), hearing...",1978,ISO,actif,"Santé & Médecine"
"ISO/TC 173/SC 7","Appareils et accessoires fonctionnels pour personnes présentant une déficience des fonctions sensorielles","Standardization of assistive products to assist persons with impaired sensory functions for facilitating activities and social participation. Excluded: Assistive products that are dealt with by other technical committees such as access to means of transport (ISO/TCs 8, 20, 22), building construction (ISO/TC 59), furniture (ISO/TC 136), implants for surgery (ISO/TC 150), prosthetics and orthotics (ISO/TC 168), ophthalmic optics (ISO/TC 172), electrical safety (IEC/TC 62), hearing aids (IEC/TC ...",2010,ISO,actif,Agroalimentaire
"ISO/TC 176","Management et assurance de la qualité","Standardization in the field of quality management (generic quality management systems and supporting technologies), as well as quality management standardization in specific sectors at the request of the affected sector and the ISO Technical Management Board. Note : ISO/TC 176 is also entrusted with an advisory function to all ISO and IEC technical committees to ensure the integrity of the generic quality system standards and the effective implementation of the ISO/IEC sector policy on quali...",1979,ISO,actif,"Services & Management"
"ISO/TC 176/SC 1","Concepts et terminologie","Terminology support for the ISO/TC 176 family of standards, harmonization of concepts, terms, definitions and definitions with other TCs and management system standards (MSS).",1982,ISO,actif,"Services & Management"
"ISO/TC 176/SC 2","Systèmes qualité","Standardization in the field of quality management and quality assurance, as well as documents that support excellence in all types of organizations.",1982,ISO,actif,"Services & Management"
"ISO/TC 176/SC 3","Techniques de soutien","Standardization that support specific components in excellence in all types of organizations in the field of quality management and quality assurance.",1989,ISO,actif,"Services & Management"
"ISO/TC 178","Ascenseurs, escaliers mécaniques et trottoirs roulants","Standardization of all aspects, including safety, of lifts, service lifts, escalators, passenger conveyors and similar apparatus. Excluded : continuous mechanical handling equipment and lifts in mines.",1979,ISO,actif,"Industrie & Mécanique"
"ISO/TC 180","Énergie solaire","Standardization in the field of solar energy utilization in space and water heating, cooling, industrial process heating and air conditioning.This includes developing standards on theinstrumentation and procedures used for measuring solar energy and solar measurement.",1980,ISO,actif,"Environnement & Développement durable"
"ISO/TC 180/SC 1","Climat - Mesure et données","Standardization of radiometric instrumentation, procedures for calibration, measurement and modelling practices of solar radiation for various applications such as weather, climate, solar energy, space and water heating, cooling, industrial process heating and air conditioning.",1981,ISO,actif,"Informatique & Technologies"
"ISO/TC 181","Sécurité des jouets","Standardization of toys with respect to safety relating to their mechanical, physical, chemical and flammable properties. Excluded: all electrical aspects which are dealt with by IEC.",1980,ISO,actif,"Sécurité & Protection"
"ISO/TC 182",Géotechnique,"Standardization of geotechnical aspects in the field of building and civil engineering, including (related) properties of soil and rock.",1981,ISO,actif,"Construction & BTP"
"ISO/TC 184","Systèmes d'automatisation et intégration","Standardization in the field of automation systems and their integration for design, sourcing, manufacturing, production and delivery, support, maintenance and disposal of products and their associated services. Areas of standardization include information systems, automation and control systems and integration technologies. Note: There will be active collaboration with the relevant technical committees responsible for areas such as machines, manufacturing resources and facilities, robotics, ...",1983,ISO,actif,"Informatique & Technologies"
"ISO/TC 184/SC 4","Données industrielles",,1984,ISO,actif,"Informatique & Technologies"
"ISO/TC 185","Dispositifs de sûreté pour la protection contre les excès de pression","Standardization in the field of safety devices for protection against excessive internal and external pressure. Excluded: valves predominantly made of plastics which are the responsibility of ISO / TC 138; components intended for use primarily in fluid power systems which are the responsibility of ISO / TC 131.",1983,ISO,actif,"Industrie & Mécanique"
"ISO/TC 188","Petits navires","Standardization of equipment and construction details of recreational craft, and other small craft using similar equipment, up to 24 metres length of the hull. Excluded: lifeboats and lifesaving equipment covered by ISO / TC 8.",1984,ISO,actif,Maritime
"ISO/TC 188/SC 1","Équipements de sécurité individuels","Standardization of test methods and requirements relevant to personal safety equipment used on small craft. This includes personal floating devices (PFD) and immersion suits but excludeslife rafts",2010,ISO,actif,"Industrie & Mécanique"
"ISO/TC 190","Qualité du sol","Standardization in the field of soil quality Soils in situ; Soil materials intended for reuse in or on soils, including dredged sub-aquatic soil materials (= excavated sediments). Excluded: Threshold or limit values for the assessment of soil quality; Civil engineering aspects (are dealt with by ISO/ TC 182 'Geotechnics'); In situ sediments (are dealt with by ISO/TC 147 'Water quality').",1985,ISO,actif,"Environnement & Développement durable"
"ISO/TC 190/SC 4","Caractérisation biologique","Standardization of biological methods for in situ and ex situ characterization and assessment of soil and other solid materials, from agricultural land, forest, as well as urban and contaminated areas. This includes ecotoxicity, effects on biodiversity of soil living organisms, soil fauna, flora and microorganisms as well as the way of interpreting results for hazard and risk assessment purposes.",1987,ISO,actif,"Environnement & Développement durable"
"ISO/TC 190/SC 7","Évaluation des impacts","Standardization of methods to characterize impact assessment on soil and other solid materials at agricultural land as well as contaminated areas. This includes investigations in agricultural, urban, industrial and other land use forms and can include human exposure, transfer and mobility of compounds (e. g. leaching tests) to the environment and assessment of contaminated sites. Included in the scope are standards for sampling.",1994,ISO,actif,"Métrologie & Sciences"
"ISO/TC 192","Turbines à gaz","Standardization in the field of all aspects of gas turbine design, application, safety, installation, operation and maintenance, including simple turbine cycles, combined cycle systems, definitions, procurement, acceptance, performance, environment (on the gas turbine itself and the external environment) and methods of test. The standardization considers the gas turbines are implemented in support of the renewable “landscape”, to compensate for the fluctuations of renewable energy productions...",1988,ISO,actif,"Industrie & Mécanique"
"ISO/TC 193","Gaz naturel","Standardization of terminology, quality specifications, methods of measurement, sampling, analysis and testing, including thermophysical property calculation and measurement, for: natural gas natural gas substitutes mixtures of natural gas with gaseous fuels (such as unconventional gases and renewable gases), and wet gas in all its facets from production to delivery to all possible end users across national boundaries. Standardization of methods of analysis of Liquefied Natural Gas (LNG). Rec...",1988,ISO,actif,"Énergie & Ressources"
"ISO/TC 193/SC 3","Zone amont","Standardization of sampling, analysis, testing, measurement technologies, calculation and allocation of natural gas and related medium (solid, liquid, other gases and their mixtures) in the process of natural gas exploration, development and production.",1999,ISO,actif,"Énergie & Ressources"
"ISO/TC 194","Évaluation biologique et clinique des dispositifs médicaux","Standardization of the approach to biological and clinical evaluation of medical and dental materials and devices together with standardization of biological test methods applicable to those materials and devices as well as good clinical practice principles to clinical investigations in humans of those devices.",1988,ISO,actif,"Métrologie & Sciences"
"ISO/TC 195","Machines et matériels pour la construction des bâtiments","Standardization in the field of Machines and equipment used on construction sites, including: concrete machines (e.g. batcher, mixer, pump, sprayer, transport, vibrator, floating) foundation machines (e.g. piling, diaphragm walling, earth boring, jetting, grouting, drill rigsfor soil and rock mixture) aggregate processing machines (e.g. screening, crushing) road construction and maintenance machines and equipment tunnel boring machines (TBMs) and associated machines and equipment [e.g. shield...",1989,ISO,actif,"Industrie & Mécanique"
"ISO/TC 195/SC 1","Machines et équipements pour la mise en oeuvre du béton","Standardization in the field of concrete machinery and equipment. Examples are: batching plants concrete mixers concrete pumps and concrete spraying machines internal and external vibrators for concrete floating machines formworks machinery for reinforcement work. used on construction sites, concerning, e.g. nomenclature application classification ratings technical requirements test methods safety requirements. Excludes: equipment within scope of ISO/TC 82, TC 96, TC 127, TC 214 and TC 59.",2005,ISO,actif,"Industrie & Mécanique"
"ISO/TC 195/SC 2","Machines d'exploitation des routes et matériel associé","Standardisation in the field of road-operation machinery, equipment and products including: applications; environmental; nomenclature; classification; interfaces and couplings (mechanical, electrical, pneumatic, hydraulic); ratings; performance requirements; test methods; safety and ergonomic requirements. Excluding: lawn and garden equipment (dealt by ISO/TC 23/SC 13); machines for the maintenance of sports grounds; machines for harvesting and conservation (dealt by ISO/TC 23/SC 7); machines...",2018,ISO,actif,"Industrie & Mécanique"
"ISO/TC 195/SC 3","Machines et équipements de forage et de fondation","Standardization in the field of drilling and foundation machinery and equipment (e.g. piling, diaphragm walling, earth boring, jetting, grouting, drill rigs for soil and rock mixture) used on construction sites, concerning, e.g. nomenclature application classification ratings technical requirements test methods safety requirements. Excludes: equipment for the extraction of solid mineral substances [e.g. road headers,continuous miners, rock drill rigs, raise boring machines, high wall miners, ...",2018,ISO,actif,"Industrie & Mécanique"
"ISO/TC 197","Technologies de l'hydrogène","Standardization in the field of systems and devices for the production, storage, transport, measurement and use of hydrogen.",1990,ISO,actif,"Énergie & Ressources"
"ISO/TC 197/SC 1","Hydrogène à grande échelle dans un système énergétique intégré","Standardization of large scale hydrogen energy systems and applications including aspects of testing, certification, sustainability and placement, and coordination with other relevant standardization bodies and stakeholders.",2022,ISO,actif,"Énergie & Ressources"
"ISO/TC 198","Stérilisation des produits de santé","Standardization of processes and equipment for sterilization of health care products.",1990,ISO,actif,"Santé & Médecine"
"ISO/TC 199","Sécurité des machines","Standardization of basic concepts and general principles for safety of machinery incorporating terminology, methodology, guards and safety devices within the framework of ISO / IEC Guide 51 and in cooperation with other ISO and IEC technical committees. Excluded: product safety standards, as defined in ISO / IEC Guide 51, and which are explicitly covered by the work of other ISO or IEC technical committees.",1991,ISO,actif,"Industrie & Mécanique"
"ISO/TC 201","Analyse chimique des surfaces","Standardization in the field of surface chemical analysis. Surface chemical analysis includes analytical techniques in which beams of electrons, ions, neutral atoms or molecules, or photons are incident on the specimen material and scattered or emitted electrons, ions, neutral atoms or molecules, or photons are detected. It also includes techniques in which probes are scanned over the surface and surface-related signals are detected. Excluded: Scanning electron microscopy which is within the ...",1991,ISO,actif,"Métrologie & Sciences"
"ISO/TC 201/SC 3","Gestion et traitement des données","Standardization of the design of data bases, for the transfer of data between instruments, and for specifying the properties of algorithms used for surface chemical analysis.",1993,ISO,actif,"Informatique & Technologies"
"ISO/TC 201/SC 4","Profilage d'épaisseur","Standardization of methods for instrument specification, instrument calibration, instrument operation, data acquisition, and data processing used to determine composition versus depth with surface analytical techniques.",1993,ISO,actif,"Métrologie & Sciences"
